Q 1803+676 	0.1360 	0.0080 	0.1246 	3
Q 1807+698 	0.0512 	0.0080 	0.0407 	3
Q 1821+643 	0.2970 	0.0080 	0.2840 	3
Q 1831+731 	0.1230 	0.0080 	0.1118 	3
Q 1833+326 	0.0590 	0.0080 	0.0484 	3
Q 1836+5108 	2.827 	1.920 	2.789 	21
Q 1839-785 	0.0743 	0.0080 	0.0636 	3
Q 1845+797 	0.0556 	0.0080 	0.0450 	3
Q 1912-550 	0.4020 	0.1769 	0.2041 	3
Q 1928+738 	0.3020 	0.0080 	0.2890 	3
PKS 1937-101 	3.787 	2.442 	3.739 	21
Q 2000-3300 	3.783 	2.521 	3.729 	21
Q 2005-489 	0.0710 	0.0080 	0.0603 	3
Q 2038-0116 	2.783 	1.887 	2.745 	21
Q 2045-377 	1.8000 	1.0040 	1.5500 	3
Q 2048+3116 	3.198 	1.830 	3.143 	21
Q 2050-359 	3.49 	2.605 	3.445 	1
Q 2112+0555 	0.4660 	0.1105 	0.4513 	3, 24, 25
Q 2113-4345 	2.05 	1.664 	2.023 	4
Q 2113-4534 	2.54 	1.969 	2.506 	4
Q 2114-4346 	2.04 	1.606 	2.011 	4
Q 2115-4434 	2.16 	1.755 	2.128 	4
Q 2117-4703 	2.26 	1.849 	2.223 	4
Q 2122-4231 	2.27 	1.550 	2.233 	4
Q 2126-1551 	3.2660 	2.011 	3.218 	21
Q 2126-4618 	1.89 	1.715 	1.859 	4
Q 2127-4528 	2.71 	2.018 	2.676 	4
Q 2128-123 	0.5010 	0.0940 	0.4860 	3
Q 2130+099 	0.0610 	0.0080 	0.0504 	3
Q 2131-4257 	2.10 	1.590 	2.065 	4
PMN J21340419 	4.334 	2.903 	4.281 	26
Q 2134-4239 	1.80 	1.590 	1.776 	4
Q 2134-147 	0.2000 	0.0080 	0.1880 	3
Q 2135-4632 	2.21 	1.879 	2.182 	4
Q 2136+141 	2.43 	1.784 	2.390 	16
Q 2139-4434 	3.23 	2.373 	3.188 	4
Q 2141+175 	0.2130 	0.0080 	0.2009 	3
Q 2145+067 	0.9900 	0.9426 	0.9701 	3
MG 2152+1420 	2.56 	1.800 	2.524 	2
Q 2153-2056 	1.85 	1.634 	1.821 	4
Q 2155-304 	0.1170 	0.0080 	0.1058 	3
Q 2159-2058 	2.12 	1.634 	2.089 	4
Q 2201+315 	0.2970 	0.0080 	0.2840 	3
Q 2203-2145 	2.27 	1.692 	2.240 	4
Q 2203-1833 	2.73 	1.849 	2.691 	4
Q 2205-2014 	2.64 	1.652 	2.599 	4
MG 2206+1753 	3.14 	1.769 	3.099 	2
Q 2209-1842 	2.09 	1.634 	2.061 	4
Q 2209+184 	0.0700 	0.0080 	0.0593 	3
Q 2211-1915 	1.95 	1.634 	1.923 	4
BR B2212-1626 	3.990 	2.69 	3.940 	22
Q 2214+139 	0.0658 	0.0080 	0.0551 	3
BR J2216-6714 	4.469 	2.795 	4.414 	26
MG 2222+0511 	2.32 	1.800 	2.287 	2
GB 2223+2024 	3.56 	2.101 	3.514 	2
Q 2231+0125 	1.90 	1.634 	1.871 	4
Q 2231-0212 	1.90 	1.634 	1.871 	4
Q 2233+1341 	3.209 	2.216 	3.167 	21
Q 2233+1310 	3.298 	2.134 	3.252 	21
Q 2241+0014 	2.14 	1.657 	2.099 	4
Q 2243+0141 	2.30 	1.663 	2.267 	4
Q 2244-0234 	1.97 	1.787 	1.940 	4
Q 2244-0105 	2.04 	1.634 	2.010 	4
Q 2246-0006 	2.05 	1.651 	2.019 	4
BR B2248-1242 	4.161 	2.94 	4.109 	22
MG 2251+2429 	2.33 	2.019 	2.297 	2
Q 2251-178 	0.0680 	0.0080 	0.0573 	3
Q 2251+113 	0.3230 	0.1310 	0.3098 	3
MG 2254+0227 	2.09 	2.767 	2.059 	2
Q 2256+017 	2.67 	1.786 	2.629 	16
Q 2302+029 	1.0440 	0.3942 	0.6290 	3
Q 2302+029 	1.0440 	0.8060 	1.0236 	3
Q 2308+098 	0.4320 	0.0080 	0.4177 	3
Q 2311-0341 	3.048 	1.714 	3.001 	21
MG 2320+0755 	2.09 	1.780 	2.059 	2
Q 2326-477 	1.2990 	0.9164 	1.2760 	3
BR J2328-4513 	4.359 	2.926 	4.305 	26
PC 2331+0216 	4.093 	3.115 	4.042 	1
Q 2334+1041 	2.243 	1.634 	2.211 	21
Q 2344+092 	0.6720 	0.0080 	0.6288 	3
BR J2349-3712 	4.208 	2.847 	4.156 	26
Q 2351+1042 	2.379 	1.632 	2.345 	21
Q 2351+0120 	2.07 	1.634 	2.039 	4
Q 2351-1154 	2.67 	1.632 	2.633 	21
Q 2352+0205 	2.19 	1.634 	2.158 	4
Q 2354-0134 	2.21 	1.665 	2.178 	4
Q 2356+0139 	2.07 	1.661 	2.039 	4
Q 2356+0237 	2.50 	1.634 	2.465 	4
Q 2359+0653 	3.238 	1.632 	3.203 	21
Q 2359+0023 	2.897 	1.714 	2.857 	21
